Seq,DateListed,年度,類別,項目別,總計,民意代表_主管及經理人員,專業人員,技術員及助理專業人員,事務支援人員,服務及銷售工作人員,農_林_漁_牧業生產人員,技藝有關工作人員,機械設備操作及組裝人員,基層技術工及勞力工,樣本數_人,母體數_人
1,20230401,103,總計,-,100.000000000001,0.920848951583197,6.09126057324748,5.36750503485823,6.15427432902734,21.731274385821,6.46278449401531,20.3595158413207,16.0338332305189,16.878703159609,30225.5864565936,235643.104494163
2,20230401,103,行政區域,山地鄉,100,1.11283252525133,6.62034899172497,5.00412342966907,5.06338207254459,17.7972061042723,12.9910743281067,16.9891942288508,13.3995105292197,21.0223277903606,9266.37880785488,72242.8492033505
3,20230401,103,行政區域,平地原住民鄉鎮市,100,0.812159168870823,5.70606463084434,4.82790295540203,5.53832471192547,22.772881460586,8.53586697596145,23.3446599242155,10.8188404188525,17.643299753342,7541.83246706818,58796.5234332224
4,20230401,103,行政區域,非原住民鄉鎮市,100.000000000001,0.849351894327049,5.94236844195493,5.92177253360516,7.25389915918525,23.8627989775391,0.788873150423862,21.0092588360303,20.7844708597255,13.5872061472095,13417.3751816708,104603.731857593
5,20230401,103,統計區域,北部地區,100.000000000001,0.793626274153121,5.05699784032552,5.65194057267929,7.2470290360593,23.1341006323686,2.06207785704281,21.1314631585809,19.9958263269703,14.9269383018209,10340.2659074889,80614.3877711561
6,20230401,103,統計區域,北部地區_山地鄉,100,0.975683807294631,4.86911894639132,3.66685895403918,6.57306192038655,20.1016010078067,9.45604185888645,17.0829249590656,17.3050930833363,19.9696154627934,1739.99275693418,13565.0308853391
7,20230401,103,統計區域,北部地區_平地原住民鄉鎮市,100,0,7.24343836210301,4.3576604800919,0,9.62409045018139,4.79056413523994,20.0032040311133,15.0712087667917,38.9098337744788,41.4644283298387,323.188121040803
8,20230401,103,統計區域,北部地區_非原住民鄉鎮市,99.9999999999991,0.76045899485939,5.08460247324559,6.06176463307739,7.41914349504424,23.8160253811633,0.545713793637393,21.9599714737999,20.5666886761108,13.7856310790611,8558.80872222491,66726.1687647772
9,20230401,103,統計區域,中部地區,99.9999999999993,1.25522989062381,5.95498850799527,4.42764106200775,5.23829173833996,18.3107143995424,9.69347233317536,16.4358586468057,17.7735621843541,20.9102412371549,4499.23769759456,35077.4079034858
10,20230401,103,統計區域,中部地區_山地鄉,99.9999999999998,0.722302353455492,4.21809905106671,4.60336398428153,3.51021770992037,12.0524592235534,21.9484857147633,9.49043662641469,9.94522806143101,33.5094072751134,1862.30708545245,14519.310485873
11,20230401,103,統計區域,中部地區_平地原住民鄉鎮市,100,4.87834025788259,5.60904415292817,3.60498116330396,10.8586504786643,22.4091946824555,6.9751836419147,7.03502857537882,11.0417670684548,27.5878099790173,166.678523931027,1299.65724629041
12,20230401,103,統計區域,中部地區_非原住民鄉鎮市,100,1.41250839857958,7.28780913958955,4.35067741613568,6.16182984627403,22.7523477634387,0.637624655521975,22.3065623324194,24.1297903592134,10.9608500888277,2470.25208821108,19258.4401713222
13,20230401,103,統計區域,南部地區,100,0.671477841372466,7.40081265425086,5.65457267834138,6.22753905668148,20.722280309987,9.25554975267858,18.8617234045554,15.3483983552983,15.8576459468345,5858.28927827425,45671.0965057784
14,20230401,103,統計區域,南部地區_山地鄉,100,0.834257168122407,7.24346970150572,4.76404120122004,4.94738879692134,17.4535970280703,14.6637179948184,20.7594360208213,13.5359872748958,15.7981048136249,3361.26666661059,26204.8884287991
15,20230401,103,統計區域,南部地區_平地原住民鄉鎮市,100,0,6.67243377673334,2.39694532277819,13.1615670020955,24.8298519539394,4.95803158741529,16.2924821494708,9.83717422678006,21.8515139807875,119.67697237804,932.624844467869
16,20230401,103,統計區域,南部地區_非原住民鄉鎮市,100,0.475111216906699,7.65993463292353,7.07763382497652,7.68863525460849,25.1372202770514,1.82512081450119,16.3078077067956,18.188320567557,15.6402157046796,2377.34563928565,18533.5832325113
17,20230401,103,統計區域,東部地區,100,1.05434094614102,6.47289448992415,5.32614410243955,5.35584450060857,22.4444961583929,7.99599853532025,22.2955292419099,11.3338699863378,17.7208820389262,9527.79357323584,74280.2123137454
18,20230401,103,統計區域,東部地區_山地鄉,100,1.93888833231553,8.97673701452248,6.68902673869948,5.3480941734835,21.2034726467761,5.97666401422853,17.4797117079045,13.0429302728464,19.3444750992236,2302.81229885758,17953.6194033392
19,20230401,103,統計區域,東部地區_平地原住民鄉鎮市,99.9999999999999,0.736329833208345,5.68344721239457,4.89917700176505,5.32079136870995,22.8227350687627,8.65278457597447,23.8576994916859,10.8055313350193,17.2215041124795,7214.0125424293,56241.0532214234
20,20230401,103,統計區域,東部地區_非原住民鄉鎮市,100,24.4873559089905,0,0,30.0294376038403,34.2321133642501,0,5.96690970010193,0,5.28418342281715,10.9687319490853,85.5396889829327
21,20230401,103,縣市,新北市,99.9999999999993,0.63141804032406,4.47386676130541,6.1168912850531,8.3100430216223,25.2486012545672,0.65355973470387,22.972765182716,16.4758232153617,15.1170315043457,3249.64612529616,25335.113139844
22,20230401,103,縣市,臺北市,99.9999999999998,1.76861823009207,9.9225530063943,7.63552402621992,13.6220506935953,30.0574904909232,0,13.6240964237894,10.0619382494277,13.3077288795579,903.590709798563,7044.40529715423
23,20230401,103,縣市,桃園市,100,0.728009647966115,3.74013528491918,5.87913630008544,4.81896191706977,20.9007034836725,2.30047211841309,20.4620395561708,27.1872349271991,13.9833067645042,3403.97152424331,26538.4824000899
24,20230401,103,縣市,臺中市,100,0.965424418221748,6.76012759789508,4.86998033885788,5.66892841189163,20.8381072601807,2.99097232896968,23.2778643834049,21.0929819779119,13.5356132826666,1816.02681941727,14158.3989445248
25,20230401,103,縣市,臺南市,100,0.289501588066464,9.3697067402642,12.2157757162807,8.89487404677135,31.3005853571911,1.16149050036087,12.1849464868236,11.7120038718259,12.8711156924159,392.949225711655,3063.99789285524
26,20230401,103,縣市,高雄市,99.9999999999997,0.45840844155423,6.73163942401376,4.64942850595008,7.64803807328093,18.5765069225703,11.9027939339494,17.8986243973354,19.0064122524884,13.1281480488572,1790.222469199,13956.9406788106
27,20230401,103,縣市,宜蘭縣,99.9999999999999,0.887960286471678,5.35974166717258,4.56909474262191,3.54783635786317,24.1514267118329,6.2071823056396,26.8155238890475,12.5093157442839,15.9519182950668,733.043679288725,5715.25568849393
28,20230401,103,縣市,新竹縣,100,0.446975851177691,6.23045663407703,3.11090891935232,7.29148048584194,18.5431877875847,5.550417221739,12.3479461340806,27.2601224531094,19.2185045130373,1119.71718377868,8728.45472243242
29,20230401,103,縣市,苗栗縣,99.9999999999999,1.04708555158156,5.27404197809746,4.07379731907228,3.42893574646173,15.1992705884438,19.1881008402827,12.6124184548531,12.002822990717,27.1735265304903,543.383873959607,4236.55325618973
30,20230401,103,縣市,彰化縣,99.9999999999999,2.94849556691406,4.68882014806551,2.89986783415047,2.80372057334533,21.0889620600453,0.728555561401377,23.2174421460967,33.4837541350121,8.14038197496906,388.9050443847,3031.77906396515
31,20230401,103,縣市,南投縣,99.9999999999999,1.35695296329066,5.47622830405128,4.40904787179442,5.81145931954777,14.0972954559265,17.1095171764857,8.82687509012221,12.7271477868584,30.185476031923,1605.52443583169,12517.8443531837
32,20230401,103,縣市,雲林縣,100,0,7.11771511384405,4.51669171844112,6.80477826520577,37.4819992524421,0,11.1519080518318,11.5862148193153,21.34069277892,145.397524001291,1132.83228562216
33,20230401,103,縣市,嘉義縣,100,0,5.90561754813999,3.32862052995556,8.2080660544389,18.0436566269441,19.5830874449257,7.46340200881089,5.50308606022314,31.9644637265618,326.33464746542,2544.78472591179
34,20230401,103,縣市,屏東縣,100,0.845981800425795,7.60275258829554,5.49306895239059,4.93506299401096,20.1167551025056,8.25269071736011,22.1410070202032,15.024576597677,15.5881042271314,3145.59605876756,24521.7566528547
35,20230401,103,縣市,臺東縣,100,1.33166660052697,5.46778492042702,5.39145089942349,5.30102239184341,20.2696429464463,10.6669431522901,20.2429240293836,10.4648070011878,20.8637580584713,4057.51094424638,31630.3580339474
36,20230401,103,縣市,花蓮縣,100,0.848668268277228,7.21831264160113,5.27771070435331,5.39650215249742,24.0574298231567,6.01514922293185,23.8178002759121,11.9783920799892,15.3900348312815,5470.28262898957,42649.854279798
37,20230401,103,縣市,澎湖縣,100,2.09417742199669,8.82446837342993,3.80925810080191,7.84949639505754,36.2297636193985,1.29652013364352,9.04783293547834,12.0727419946957,18.7757410254979,81.2213076264654,632.845827064178
38,20230401,103,縣市,基隆市,100,1.05259768187773,5.53490858634651,3.87465111165767,9.61979076911914,14.8647706301657,0.813750316343523,37.192953221669,14.4893254687647,12.5572522140563,616.106848504964,4803.31958281292
39,20230401,103,縣市,新竹市,100,0.885629289107509,5.53793413581942,7.74340189029157,8.04483321740644,35.7521983447057,0.323837288773443,17.4705128111185,9.43781679763743,14.80383622514,314.189836578515,2449.35694032943
40,20230401,103,縣市,嘉義市,100,1.37979250844646,8.72499826084328,10.8844639167758,3.7335523093014,30.5961053489334,0,6.97947404156339,10.2526232773043,27.4489903368319,121.965569504178,950.770728281848
41,20230401,104,總計,-,100,0.709747877928857,6.42396206571883,5.5597465708803,6.99554924433213,22.096467318566,6.03020938732365,20.6457604933532,17.0321323471886,14.5064246947089,30945.3724111569,237395.248278043
42,20230401,104,行政區域,山地鄉,100,0.972159006271114,7.62453666777763,4.39591174251675,6.1207101964622,18.4648229265421,12.0061418599354,17.2340436760548,14.2197313856823,18.961942538758,9178.91296576745,70413.5396019066
43,20230401,104,行政區域,平地原住名民鄉鎮市,100,0.691311345239295,5.41620030647946,5.13801999913273,6.0656906239507,23.2676442410565,8.74191139265127,23.0536137336932,11.7533629045708,15.8722454532262,7690.40357751034,58995.0345880954
44,20230401,104,行政區域,非原住民鄉鎮市,100,0.548712892448838,6.19167629846045,6.54903070585536,8.073993009708,23.8246741991164,0.652105872977203,21.5549437130191,21.7498653140724,10.8549979943427,14076.0558678789,107986.674088041
45,20230401,104,統計區域,北部地區,100,0.559287369976164,5.55642155142545,6.11991135673471,8.00231546413436,23.616467798054,1.93087231157038,20.5591954886952,21.3612677355346,12.2942609238754,10833.1123708574,83109.9623402092
46,20230401,104,統計區域,北部地區_山地鄉,99.9999999999998,0.789405036724261,8.66354657996814,2.7609056499919,6.38415769742606,19.9447936839666,10.2250456814823,11.8901614493938,19.1637391325333,20.1782450885135,1722.97744155655,13218.2867219717
47,20230401,104,統計區域,北部地區_平地原住民鄉鎮市,100,1.55350850516561,3.0569649669481,0,0.838771522671312,16.3627039483572,0.838771522671312,10.8774616694362,22.7151511750983,43.756666689652,29.8751651375126,229.166547894859
48,20230401,104,統計區域,北部地區_非原住民鄉鎮市,99.9999999999995,0.512352460971353,4.97507473788583,6.77740675996884,8.3329225333433,24.3370212475376,0.360666325348434,22.2359726908062,21.773789459825,10.6947937843129,9080.25976416336,69662.5090703434
49,20230401,104,統計區域,中部地區,99.9999999999998,1.08149621551016,7.24187777651509,4.44262617078964,5.64383532318323,18.3466949576274,9.51430016183969,18.3363944137495,17.3218974673213,18.0708775134639,4621.44800802656,35453.7158334644
50,20230401,104,統計區域,中部地區_山地鄉,100,1.55055100227204,6.17938260794795,4.07317442927586,3.53689837091482,15.6368799528787,21.6275513981863,8.92682716946436,11.6697167595441,26.799018309516,1837.4143865676,14095.2042346889
51,20230401,104,統計區域,中部地區_平地原住民鄉鎮市,100,0.94089156686882,5.50902051213088,2.37002749690064,4.61525103951281,20.3364075835438,7.73132271326026,19.1420928917192,12.6743186416829,26.6806675543807,182.270920462358,1398.71588179861
52,20230401,104,統計區域,中部地區_非原住民鄉鎮市,100,0.760112311961413,8.11362324037821,4.8487663211303,7.20379136014266,20.1208791117245,1.08511212635875,24.9247799200858,21.6390400365476,11.3038955716712,2601.76270099663,19959.7957169768
53,20230401,104,統計區域,南部地區,99.9999999999999,0.670394381248267,8.10780697721133,5.36482991173319,6.96994363688267,20.9787175833632,7.04627038221499,20.9429696296409,17.192478404605,12.7265890931005,5738.49074776875,44017.4371424012
54,20230401,104,統計區域,南部地區_山地鄉,100,0.873176471602996,7.69293696986501,3.89893084809307,6.22987026135412,16.8801122172823,11.5133973695405,25.1992630052254,13.933702106657,13.7786107503796,3213.3945129895,24647.5689184846
55,20230401,104,統計區域,南部地區_平地原住民鄉鎮市,100,0,6.88359663851594,1.92257494626581,6.51090017002662,31.559149444657,2.49513663411555,18.2254245583813,12.6667867723899,19.7364308356479,143.465496067323,1100.66182561453
56,20230401,104,統計區域,南部地區_非原住民鄉鎮市,100,0.437203735139959,8.7412761291982,7.54990604272725,7.99605614224488,25.8708392679818,1.29371831089477,15.3643919962877,21.8616560113348,10.8849523641907,2381.63073871191,18269.2063983021
57,20230401,104,統計區域,東部地區,100,0.723878193312922,6.00939561903278,5.58154093896782,6.5327766801455,22.8425383831887,8.33522019110017,21.661446106962,11.9912993268581,16.3219045604324,9752.32128450394,74814.1329619689
58,20230401,104,統計區域,東部地區_山地鄉,100,0.793474073613892,7.89278839389441,6.4774963903632,7.75986661372836,21.6815733724086,6.59073210501257,16.7682845081156,13.0080563717947,19.0277281710688,2405.12662465381,18452.4797267618
59,20230401,104,統計區域,東部地區_平地原住民鄉鎮市,100,0.695118610265619,5.3947971872168,5.29065463035007,6.11432637003968,23.2064391678833,8.92141873649942,23.2948883625297,11.6679550295436,15.4144019056719,7334.79199584315,56266.4903327874
60,20230401,104,統計區域,東部地區_非原住民鄉鎮市,100,4.23348354049394,4.20228098747278,3.84296291151678,16.009980328146,32.7966624871219,0,4.66850412572009,6.02006510348288,28.2260605160456,12.4026640069818,95.1629024199075
61,20230401,104,縣市,新北市,100,0.643482440426339,3.60061812655785,7.36645869794134,9.19190602762069,26.5908818647923,0.309209133661434,23.1677481756579,18.8976902580405,10.2320052753018,3336.22831676701,25598.3261736263
62,20230401,104,縣市,臺北市,100,0.688826292759187,10.6585502937641,6.27010108517182,14.8438275727311,28.3822491175923,0.315618647208429,15.5893781325022,11.6438227968561,11.6076260614149,932.633568472145,7154.66856392641
63,20230401,104,縣市,桃園市,100,0.350631572528907,4.39354438050256,6.55084450249718,6.03951530522851,21.5500953257844,1.81284822647539,21.0456774774601,26.5255995071088,11.7312437024142,3867.36003846658,29669.1451195913
64,20230401,104,縣市,臺中市,99.9999999999999,0.534523030390172,7.16260839431843,4.78380180707152,6.04716579930574,18.8102335915076,3.91886769689376,25.7327496992242,19.7370086217628,13.2730413595257,1910.43252720982,14654.3888958928
65,20230401,104,縣市,臺南市,100,0.870165195677421,8.10955271208958,6.55946261439997,8.14481456886114,27.0407530954855,1.13421694959317,14.1726874325616,23.4214145528486,10.546932878483,408.21357174889,3131.85320046842
66,20230401,104,縣市,高雄市,100,0.450230538785771,6.98100041672036,5.97150648631114,8.12334666058777,20.4320301366998,7.59487200922736,17.9434890049964,21.8661503734707,10.637374373201,1678.7807117551,12875.3923221948
67,20230401,104,縣市,宜蘭縣,100,1.08559668874751,12.1443906372906,5.55307166002929,5.7410616562225,20.9126978964691,9.97862855096556,12.5475944153623,16.436730347755,15.6002281471581,704.182549338592,5402.05096903063
68,20230401,104,縣市,新竹縣,99.9999999999999,0.372753823805121,7.74742097224782,3.25626907001721,7.78195975456509,19.9909638519915,4.43381712404073,10.5589499366505,25.4913097670515,20.3665556996304,1068.64699441528,8196.00607011241
69,20230401,104,縣市,苗栗縣,100,0.901770669250391,5.79368586521683,4.3280882778515,5.06537074211669,15.6452236681728,17.6564118033063,14.3244983223197,10.4626873600679,25.822263291698,549.671050060598,4218.25554866265
70,20230401,104,縣市,彰化縣,100,0.743272556246758,5.01668069537321,5.32483242882092,6.14481651138719,18.1797231455578,0.820393082852347,24.3476178878343,28.8316881635999,10.5909755283278,439.643407539253,3373.28433237795
71,20230401,104,縣市,南投縣,100,1.9706112610417,8.46703316450664,3.61114122057462,4.62364819824784,18.2859617891073,16.5020129944998,9.67836375189791,13.4109996049081,23.4502280152161,1600.67676084203,12279.835611953
72,20230401,104,縣市,雲林縣,100,0,6.95307344809683,7.37165399517843,13.5831817359983,24.7173489448695,0,12.4910060998826,20.2760490527879,14.6076867231864,121.024262374871,927.951444578004
73,20230401,104,縣市,嘉義縣,100,0.344303655955306,4.34475366437413,2.00578968959505,7.83847625593454,21.9520591891144,20.8517547795367,6.25006947570536,8.62437500297868,27.7884182868059,298.1023136045,2287.61330971076
74,20230401,104,縣市,屏東縣,99.9999999999999,0.803292330260686,9.04616501379543,5.0988985665715,6.1459469081182,19.8413232247626,6.53715402833271,25.199573465596,15.0226590394151,12.3049874231477,3213.04800115929,24646.6357432371
75,20230401,104,縣市,臺東縣,99.9999999999999,0.78479351861742,5.33466197689579,5.15870765229788,5.05790548491882,24.5247553441998,11.0351525126065,21.1073840060237,10.0223174095303,16.9743220949097,4039.96146051276,31000.3520373478
76,20230401,104,縣市,花蓮縣,100,0.680777678154049,6.48680204222354,5.88071577536066,7.57631880997058,21.6522891763405,6.42488854025017,22.0534716253528,13.3844484982877,15.8602878540601,5712.35982399115,43813.7809246214
77,20230401,104,縣市,澎湖縣,100,1.48230914906413,14.4673228351798,3.74988411284581,9.36840942839419,33.8445836607276,0,15.8564254445469,12.2489351283359,8.98213024090572,35.2574438353868,270.409837875195
78,20230401,104,縣市,基隆市,100,0.176275231876106,5.06948374559294,1.22799485462726,7.25817919124392,15.9746597423088,1.22470639952118,39.9189450642249,17.854780792038,11.2949749785669,608.842335427955,4671.59019436489
79,20230401,104,縣市,新竹市,100,2.04120405935439,4.22964011207369,7.61527628645995,6.48549763116069,36.4732068858518,0.227322817876332,16.0721935919502,16.6059760328905,10.2496825823825,315.218567969878,2418.1752495576
80,20230401,104,縣市,嘉義市,100,0,5.95268115990602,9.24124867522539,5.90638905849421,33.8654298686909,0,8.40366666338165,10.6534068463142,25.9771777279876,105.088705665562,805.532728914951
81,20230401,106,總計,-,99.9999999999969,0.90855232572569,7.86261782983032,5.94967347779142,7.39036516313099,23.0037837705158,7.10867982522884,18.1819441645587,14.4785919250805,15.1157915181347,28985.9717949819,248676.461122412
82,20230401,106,行政區域,山地原住民地區,100.000000000002,1.26837180312803,8.16506347285979,4.47432755683325,6.46242766726491,19.6414163313071,14.9252480591936,15.0488052070718,12.9796857028721,17.0346541994714,8384.44241169328,71931.9969192597
83,20230401,106,行政區域,平地原住民地區,99.9999999999996,0.76585091662909,6.38571790609822,4.86338825458315,6.40577658915918,24.3184997246594,8.71576449294267,22.9869021135663,11.1955263644922,14.3625736378695,6872.10064952299,58958.9063270555
84,20230401,106,行政區域,非原住民地區,99.9999999999995,0.760240301371235,8.41719248544226,7.39442417583438,8.44990645875189,24.3990956615088,1.53063334520744,17.6901850318795,17.0373544596831,14.320968080321,13729.4287337667,117785.557876088
85,20230401,106,統計區域,北部地區,99.9999999999996,0.839021833401987,7.4575652358049,6.86753693300693,8.46085118024166,23.378623747084,2.67080901086672,18.0333811609266,16.998063393674,15.2941475049929,10248.4971133646,87924.1346753573
86,20230401,106,統計區域,北部地區_山地原住民地區,100,1.09401587701535,7.17849746028025,3.53704583235414,8.15623688531854,20.9522712821762,11.1081767014026,13.7748745993117,16.0725584370372,18.1263229251042,1539.6652013276,13210.544946517
87,20230401,106,統計區域,北部地區_平地原住民地區,100,0,0,0,5.22599662820914,1.21670487747921,7.750135537551,0,38.302759157528,47.5044037992327,22.6057700969859,193.927524074594
88,20230401,106,統計區域,北部地區_非原住民地區,99.9999999999995,0.796000961425365,7.52644456780445,7.47582480592428,8.52327025234733,23.8664311696269,1.16184824807615,18.8352414958847,17.1066905356622,14.7082479632481,8686.22614194012,74519.662204766
89,20230401,106,統計區域,中部地區,100,0.840897985125374,8.17378336462568,5.98602061834386,6.54223511790474,22.0554470478414,14.4225631057721,12.6601683228945,14.1922414895076,15.1266429479851,4459.60704863952,38252.3034095997
90,20230401,106,統計區域,中部地區_山地原住民地區,100,0.963729616930778,6.70956872035184,4.23260631876864,5.2197056566413,16.150512212237,32.7070623185305,6.1309088011174,10.2895973322452,17.5963090231777,1774.02598816313,15216.3416080536
91,20230401,106,統計區域,中部地區_平地原住民地區,100,1.15306918764295,2.99308881963213,1.10062561699535,5.61454027684633,27.0427189186882,10.7324161417372,11.5212500500921,10.0026138950047,29.8396770933612,144.417244097588,1239.2058870917
92,20230401,106,統計區域,中部地區_非原住民地區,100,0.737401278064026,9.49049019507346,7.48782948098814,7.51823654955154,25.894148976576,1.86792720557447,17.283002929798,17.154874007156,12.5660893772185,2541.16381637876,21796.7559144543
93,20230401,106,統計區域,南部地區,99.9999999999994,1.26327939461012,9.59025390540605,5.96560494140294,6.84278170810781,22.1334850398671,8.35490920635375,17.3240186583581,14.1518705716545,14.373796574239,5557.17119749906,47682.9792889858
94,20230401,106,統計區域,南部地區_山地原住民地區,100.000000000001,1.82201280639831,9.04789471072218,5.23826952319421,5.1501126530211,19.9396048470683,13.0494729728414,19.9311596825646,12.0239339282597,13.7975388759308,2947.71012588513,25291.9603307569
95,20230401,106,統計區域,南部地區_平地原住民地區,100,0,4.65650682679289,2.34108064286225,2.95555414322857,25.2874094366466,15.0178753358369,18.221871753703,12.3727895495958,19.1469123113341,119.029135767682,1022.04868631572
96,20230401,106,統計區域,南部地區_非原住民地區,100.000000000001,0.662392684707172,10.4681556816063,6.99982318220342,9.03211763890576,24.5792775069446,2.47982048030369,14.195306507666,16.7555522598492,14.8275540578145,2490.43193584622,21368.970271913
97,20230401,106,統計區域,東部地區,100.000000000001,0.798776526888567,7.07846849846048,4.84227378118777,6.91496254644386,23.6028052978613,7.79033117737376,21.7264755875008,11.872371100597,15.3735354836874,8720.69643547952,74817.043748458
98,20230401,106,統計區域,東部地區_山地原住民地區,100,0.880531703692793,8.87069909020529,4.29525503939183,8.09446600538305,21.1930375053225,5.44272921705643,16.6434091016102,14.3110097878943,20.2688625494441,2123.04109631731,18213.1500339329
99,20230401,106,統計區域,東部地區_平地原住民地區,99.9999999999997,0.773840006559919,6.51331781937667,5.00822655945036,6.48958684920856,24.3205160964416,8.56085702816497,23.4034443838308,11.1073588189931,13.8228524379737,6586.04849956075,56503.7242295735
100,20230401,106,統計區域,東部地區_非原住民地區,0,,,,,,,,,,,
101,20230401,106,縣市,新北市,100,0.821688781301454,6.73250330398457,7.69620108326489,11.1129191007329,24.9136900698164,0.978395893229482,16.6906379150296,13.3203099382902,17.7336539143506,3041.65338641976,26097.6840735452
102,20230401,106,縣市,臺北市,100,1.47502156864877,11.601913593711,10.0588491235317,13.8528078200275,34.7598328759545,0.275332331797159,8.92749192691256,6.23732343123064,12.8114273281864,880.183330286138,7550.54852661548
103,20230401,106,縣市,桃園市,99.9999999999992,0.602543181139007,5.68714692187662,6.29253467350451,6.43662501238917,20.6604163664684,2.18009809838601,21.6555517700177,22.1492412401124,14.3358427361054,3772.48700685451,32360.8771304365
104,20230401,106,縣市,臺中市,100,1.25334975295701,9.28149639351986,7.61987961004987,8.16830401745961,25.5304100766676,2.77389510328604,16.5550039578978,16.3667350311559,12.4509260570068,1721.81865216367,14770.5092168335
105,20230401,106,縣市,臺南市,100,1.06447660347041,8.36057511434797,6.72537517708451,8.37356236508739,22.3945872216895,0.429557594727191,20.3700205575437,17.5975471304973,14.6842982355523,376.044776511173,3224.83950345812
106,20230401,106,縣市,高雄市,99.9999999999998,0.652326044185922,9.3255179317873,5.55566630569109,8.02143520572632,23.6851771923938,9.59322491013375,12.9149632486715,15.7471605467784,14.5045286146317,1741.8601367992,14948.9609842121
107,20230401,106,縣市,宜蘭縣,100,1.30492964192856,12.4305096625041,6.02129525493693,6.15778455342376,22.7263941414696,11.8033252680878,11.2451047818077,15.3252425058577,12.9854141899839,900.673886989394,7721.3800230432
108,20230401,106,縣市,新竹縣,100,1.14822471115356,8.68832825018701,4.66511781527265,7.29682579619801,17.4693237452211,5.31425107594839,14.6285327357859,22.5371413445609,18.2522545256724,890.831987697727,7649.54206019015
109,20230401,106,縣市,苗栗縣,100,0.326379066062754,8.64820979261742,2.9191948111892,5.02189164225809,24.092761900683,18.9507082173745,7.96707701901226,13.241849804275,18.8319277465278,690.288887358343,5925.3171010807
110,20230401,106,縣市,彰化縣,100,0.242307244284698,4.06906800287522,6.11465843949817,7.40001583958476,20.82321409181,3.08411485111475,23.1319348334745,19.4554643520844,15.6792223452735,364.820535505311,3128.43340422097
111,20230401,106,縣市,南投縣,100,0.825797813057264,7.70194440263375,5.34355712098766,4.95429433618683,17.4810016548162,29.2330182424676,7.31148894244665,9.99081301647709,17.158084470927,1548.08789916815,13274.10786704
112,20230401,106,縣市,雲林縣,100,0,8.1148176935754,7.86193171725489,9.4762274834706,23.0762406797072,0.645422243550293,20.0419232295072,25.2999370034338,5.48349994950067,134.59107444402,1153.93582042441
113,20230401,106,縣市,嘉義縣,100,1.92920632113173,9.72489717806513,3.73597567740812,5.94889234650283,21.8443786030719,20.2081130411448,4.75760530536547,9.98771899105386,21.8632125362562,283.3824674001,2430.6873160963
114,20230401,106,縣市,屏東縣,100,1.62841480662397,10.0745909345208,6.10657923242688,5.53837734313765,20.4966355983844,7.87735973052806,21.3727903263594,13.2207526187757,13.6844994092434,2920.58817982487,25061.1953880168
115,20230401,106,縣市,臺東縣,99.9999999999998,0.897037842359899,6.79633764261734,5.33057339570652,6.40748688345825,23.1952720064298,10.6363745444678,20.8142548292235,10.3349316127363,15.5877312430004,4133.60904946637,35461.1945930125
116,20230401,106,縣市,花蓮縣,100.000000000001,0.710239150522181,7.33267968674474,4.40229629317194,7.37221842130167,23.9700090975682,5.22593224236285,22.548422985797,13.257665587286,15.1805365352466,4587.08738601324,39355.849155448
117,20230401,106,縣市,澎湖縣,100,0.996091307477043,4.1615189030905,5.13426801472204,13.6414217979442,32.7550805974419,1.43609103293607,8.28017842425787,20.313346736473,13.2820031856574,109.454889836078,939.517248190132
